Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
16.61,277.37,16.4439,8.0001,5.9186,3.72,100.00,90.70,0.00,90.70,0.00,0.00,16.7937,11.0180,5.9073,16.8085,11.0180,6.2971,0.00,0.00,90.70,16.7962,11.0180,5.2972,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
17.11,277.08,18.4864,7.9995,5.8936,4.08,100.00,90.70,0.00,90.70,0.00,0.00,18.8361,11.0174,5.8823,18.8509,11.0174,6.2721,0.00,0.00,90.70,18.8386,11.0174,5.2722,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
17.61,276.80,20.7104,7.9995,5.8663,4.45,100.00,90.70,0.00,90.70,0.00,0.00,21.0601,11.0174,5.8550,21.0749,11.0173,6.2449,0.00,0.00,90.70,21.0626,11.0174,5.2449,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
18.11,276.50,23.1170,7.9992,5.8368,4.81,100.00,90.70,0.00,90.70,0.00,0.00,23.4668,11.0171,5.8255,23.4816,11.0171,6.2153,0.00,0.00,90.70,23.4693,11.0171,5.2154,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
18.61,276.21,25.7052,7.9992,5.8051,5.18,100.00,90.70,0.00,90.70,0.00,0.00,26.0550,11.0171,5.7938,26.0697,11.0171,6.1836,0.00,0.00,90.70,26.0575,11.0171,5.1837,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
19.11,275.92,28.4758,7.9991,5.7711,5.54,100.00,90.70,0.00,90.70,0.00,0.00,28.8256,11.0170,5.7598,28.8404,11.0170,6.1497,0.00,0.00,90.70,28.8281,11.0170,5.1497,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
19.61,275.65,31.3840,7.9990,5.7355,5.82,100.00,90.70,0.00,90.70,0.00,0.00,31.7337,11.0169,5.7242,31.7485,11.0169,6.1140,0.00,0.00,90.70,31.7363,11.0169,5.1141,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
20.11,275.41,34.2998,7.9990,5.6998,5.83,100.00,90.70,0.00,90.70,0.00,0.00,34.6496,11.0169,5.6884,34.6643,11.0169,6.0783,0.00,0.00,90.70,34.6521,11.0169,5.0783,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
20.61,275.20,37.2161,7.9988,5.6640,5.83,100.00,90.70,0.00,90.70,0.00,0.00,37.5659,11.0167,5.6527,37.5806,11.0167,6.0425,0.00,0.00,90.70,37.5684,11.0167,5.0426,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
21.11,275.02,40.1325,7.9987,5.6283,5.83,100.00,90.70,0.00,90.70,0.00,0.00,40.4822,11.0166,5.6169,40.4970,11.0166,6.0068,0.00,0.00,90.70,40.4848,11.0166,5.0069,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
